ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
43044	"gene-Helz"	"Helz"	chrNC_000077.7	+	107465763	107465991	107446344	107446401	107483531	107483656
43045	"gene-Helz"	"Helz"	chrNC_000077.7	+	107468688	107468725	107446344	107446401	107483531	107483656
43046	"gene-Helz"	"Helz"	chrNC_000077.7	+	107468688	107468725	107465763	107465991	107483531	107483656
43047	"gene-Helz"	"Helz"	chrNC_000077.7	+	107483531	107483656	107446344	107446401	107485964	107486021
43048	"gene-Helz"	"Helz"	chrNC_000077.7	+	107494891	107495189	107493761	107493869	107504676	107504944
43049	"gene-Helz"	"Helz"	chrNC_000077.7	+	107504676	107504944	107494891	107495189	107509808	107510142
43052	"gene-Helz"	"Helz"	chrNC_000077.7	+	107536875	107537059	107528605	107528753	107539937	107540166
43053	"gene-Helz"	"Helz"	chrNC_000077.7	+	107539937	107540166	107528605	107528753	107546869	107547074
43054	"gene-Helz"	"Helz"	chrNC_000077.7	+	107554433	107554641	107552667	107552858	107556824	107556904
43055	"gene-Helz"	"Helz"	chrNC_000077.7	+	107556824	107556904	107554433	107554641	107560860	107561497
43058	"gene-Lbp"	"Lbp"	chrNC_000068.8	+	158151520	158151649	158150600	158150715	158155392	158155548
43063	"gene-Cep112"	"Cep112"	chrNC_000077.7	+	108389069	108389156	108377738	108377816	108393891	108393991
43065	"gene-Cep112"	"Cep112"	chrNC_000077.7	+	108555321	108555552	108497038	108497221	108643403	108643466
43066	"gene-Cep112"	"Cep112"	chrNC_000077.7	+	108643403	108643466	108555321	108555552	108648495	108648645
43067	"gene-Cep112"	"Cep112"	chrNC_000077.7	+	108643403	108643466	108555321	108555552	108699475	108699565
43068	"gene-Cep112"	"Cep112"	chrNC_000077.7	+	108643403	108643466	108573434	108573701	108699475	108699565
43069	"gene-Cep112"	"Cep112"	chrNC_000077.7	+	108648495	108648645	108555321	108555552	108699475	108699565
43070	"gene-Cep112"	"Cep112"	chrNC_000077.7	+	108648495	108648645	108643403	108643466	108699475	108699565
43071	"gene-Cep112"	"Cep112"	chrNC_000077.7	+	108699475	108699565	108648495	108648645	108746608	108746710
43072	"gene-Ass1"	"Ass1"	chrNC_000068.8	+	31400121	31400253	31391499	31391564	31404690	31404847
43078	"gene-Rgs9"	"Rgs9"	chrNC_000077.7	-	109117951	109118430	109116173	109116602	109126725	109126843
43079	"gene-Rgs9"	"Rgs9"	chrNC_000077.7	-	109131675	109131763	109130279	109130418	109137278	109137394
43080	"gene-Rgs9"	"Rgs9"	chrNC_000077.7	-	109172274	109172371	109167395	109167446	109188763	109189007
43081	"gene-Cdkn3"	"Cdkn3"	chrNC_000080.7	+	46999970	47000086	46997922	46998105	47001980	47002036
43082	"gene-Cdkn3"	"Cdkn3"	chrNC_000080.7	+	46999984	47000067	46997911	46998105	47001980	47002036
43083	"gene-Cdkn3"	"Cdkn3"	chrNC_000080.7	+	46999984	47000086	46997917	46998105	47001980	47002036
43086	"gene-Dop1b"	"Dop1b"	chrNC_000082.7	+	93544274	93544541	93536856	93537027	93546011	93546110
43087	"gene-Dop1b"	"Dop1b"	chrNC_000082.7	+	93544274	93544541	93536856	93537027	93549011	93549121
43088	"gene-Dop1b"	"Dop1b"	chrNC_000082.7	+	93544351	93544541	93536856	93537027	93546011	93546110
43089	"gene-Dop1b"	"Dop1b"	chrNC_000082.7	+	93544351	93544541	93536856	93537027	93549011	93549121
43090	"gene-Dop1b"	"Dop1b"	chrNC_000082.7	+	93549722	93549837	93549011	93549121	93552337	93552458
43091	"gene-Dop1b"	"Dop1b"	chrNC_000082.7	+	93557179	93557371	93556514	93556617	93558920	93559599
43094	"gene-Dop1b"	"Dop1b"	chrNC_000082.7	+	93579088	93579193	93577644	93577700	93579299	93579366
43095	"gene-Dop1b"	"Dop1b"	chrNC_000082.7	+	93584212	93584288	93579299	93579366	93589974	93590038
43097	"gene-Dop1b"	"Dop1b"	chrNC_000082.7	+	93585563	93585651	93584212	93584288	93589974	93590038
43098	"gene-Dop1b"	"Dop1b"	chrNC_000082.7	+	93595790	93595873	93589974	93590119	93598448	93598510
43099	"gene-Dop1b"	"Dop1b"	chrNC_000082.7	+	93595793	93595873	93589974	93590119	93598448	93598510
43100	"gene-Dop1b"	"Dop1b"	chrNC_000082.7	+	93598448	93598510	93589974	93590119	93600349	93600478
43101	"gene-Dop1b"	"Dop1b"	chrNC_000082.7	+	93598448	93598510	93596988	93597135	93600349	93600478
43102	"gene-Dop1b"	"Dop1b"	chrNC_000082.7	+	93604100	93604153	93603222	93603359	93604705	93604867
43103	"gene-Dop1b"	"Dop1b"	chrNC_000082.7	+	93604705	93604867	93604100	93604153	93606179	93606309
43104	"gene-Amz2"	"Amz2"	chrNC_000077.7	+	109317795	109317923	109317045	109317401	109319627	109319910
43105	"gene-Amz2"	"Amz2"	chrNC_000077.7	+	109319627	109319910	109317795	109317923	109320489	109320663
43106	"gene-Amz2"	"Amz2"	chrNC_000077.7	+	109320489	109320663	109319627	109319910	109320749	109320878
43107	"gene-Amz2"	"Amz2"	chrNC_000077.7	+	109325405	109325582	109324715	109324879	109327388	109328974
43108	"gene-Slc16a6"	"Slc16a6"	chrNC_000077.7	-	109349302	109349431	109345688	109346504	109350624	109350768
43110	"gene-Slc16a6"	"Slc16a6"	chrNC_000077.7	-	109350624	109350768	109345688	109346504	109354135	109354374
43114	"gene-Nkain4"	"Nkain4"	chrNC_000068.8	-	180585533	180585614	180584822	180585020	180585869	180586007
43116	"gene-Nkain4"	"Nkain4"	chrNC_000068.8	-	180585869	180586007	180584822	180585020	180596363	180596492
43117	"gene-Nkain4"	"Nkain4"	chrNC_000068.8	-	180585869	180586007	180585533	180585614	180591262	180591496
43119	"gene-Nkain4"	"Nkain4"	chrNC_000068.8	-	180591262	180591496	180585533	180585614	180596363	180596513
43122	"gene-Arsg"	"Arsg"	chrNC_000077.7	+	109376301	109376399	109364199	109364247	109380593	109381476
43123	"gene-Arsg"	"Arsg"	chrNC_000077.7	+	109376301	109376399	109369195	109369335	109376531	109376583
43124	"gene-Arsg"	"Arsg"	chrNC_000077.7	+	109376531	109376583	109373744	109376399	109380593	109381476
43129	"gene-Eif4a2"	"Eif4a2"	chrNC_000082.7	+	22927334	22927383	22924845	22926570	22927468	22927601
43130	"gene-Eif4a2"	"Eif4a2"	chrNC_000082.7	+	22927337	22927383	22926217	22926570	22927468	22927601
43131	"gene-Eif4a2"	"Eif4a2"	chrNC_000082.7	+	22927468	22927601	22927334	22927383	22928734	22928903
43133	"gene-Eif4a2"	"Eif4a2"	chrNC_000082.7	+	22928734	22928903	22927468	22927601	22928983	22929093
43134	"gene-Eif4a2"	"Eif4a2"	chrNC_000082.7	+	22929329	22929473	22928983	22929093	22929875	22930013
43135	"gene-Eif4a2"	"Eif4a2"	chrNC_000082.7	+	22929329	22929473	22928983	22929093	22930252	22930342
43136	"gene-Eif4a2"	"Eif4a2"	chrNC_000082.7	+	22929875	22930013	22928983	22929093	22930252	22930342
43137	"gene-Eif4a2"	"Eif4a2"	chrNC_000082.7	+	22929875	22930013	22929329	22929473	22930252	22930342
43138	"gene-Eif4a2"	"Eif4a2"	chrNC_000082.7	+	22930252	22930342	22929875	22930013	22930566	22930646
43139	"gene-Eif4a2"	"Eif4a2"	chrNC_000082.7	+	22930566	22930646	22929875	22930013	22931916	22932697
43142	"gene-Wipi1"	"Wipi1"	chrNC_000077.7	-	109473952	109474023	109473197	109473305	109474900	109474993
43145	"gene-Abca8b"	"Abca8b"	chrNC_000077.7	-	109852619	109852739	109847888	109848084	109853406	109853546
43146	"gene-Abca8b"	"Abca8b"	chrNC_000077.7	-	109852619	109852808	109847888	109848084	109853406	109853546
43150	"gene-Abca9"	"Abca9"	chrNC_000077.7	-	109997349	109997429	109993336	109993392	109997955	109998096
43151	"gene-Abca9"	"Abca9"	chrNC_000077.7	-	110026863	110027030	110026160	110026294	110028959	110029155
43154	"gene-Spaca6"	"Spaca6"	chrNC_000083.7	+	18056346	18056415	18045954	18047589	18057926	18058031
43155	"gene-Spaca6"	"Spaca6"	chrNC_000083.7	+	18057770	18057848	18045954	18057006	18058348	18058505
43156	"gene-Spaca6"	"Spaca6"	chrNC_000083.7	+	18057770	18058031	18056982	18057006	18058348	18058505
43165	"gene-Rint1"	"Rint1"	chrNC_000071.7	+	24020649	24020864	24016707	24016907	24021736	24021917
43169	"gene-BC006965"	"BC006965"	chrNC_000077.7	-	112560026	112560153	112554752	112555782	112562909	112563230
43171	"gene-2610035D17Rik"	"2610035D17Rik"	chrNC_000077.7	-	112958167	112958212	112934731	112935986	113092116	113092664
43172	"gene-Gm51927"	"Gm51927"	chrNC_000077.7	+	113200186	113200309	113199790	113200002	113203588	113204559
43173	"gene-Zkscan2"	"Zkscan2"	chrNC_000073.7	-	123084162	123084654	123074606	123079995	123088801	123089485
43175	"gene-Zkscan2"	"Zkscan2"	chrNC_000073.7	-	123088801	123089485	123084162	123084654	123094028	123094155
43176	"gene-Zkscan2"	"Zkscan2"	chrNC_000073.7	-	123097808	123097995	123094028	123094586	123098791	123099849
43186	"gene-Aak1"	"Aak1"	chrNC_000072.7	+	86944250	86944355	86942458	86942616	86947972	86948068
43189	"gene-Aak1"	"Aak1"	chrNC_000072.7	+	86947972	86948068	86944250	86944355	86963245	86963356
43195	"gene-Aak1"	"Aak1"	chrNC_000072.7	+	86960793	86960904	86959523	86959625	86972821	86980209
43196	"gene-Aak1"	"Aak1"	chrNC_000072.7	+	86963245	86963356	86944250	86944355	86972821	86980209
43197	"gene-Aak1"	"Aak1"	chrNC_000072.7	+	86963245	86963356	86947972	86948068	86972821	86980209
43198	"gene-Aak1"	"Aak1"	chrNC_000072.7	+	86963245	86963356	86960793	86960904	86972821	86980209
43201	"gene-Ap3s1"	"Ap3s1"	chrNC_000084.7	+	46887437	46887529	46874760	46875148	46912254	46912326
43202	"gene-Ap3s1"	"Ap3s1"	chrNC_000084.7	+	46891069	46891181	46887437	46887529	46912254	46912326
43203	"gene-Ap3s1"	"Ap3s1"	chrNC_000084.7	+	46912254	46912326	46891069	46891181	46913727	46913835
43204	"gene-Ap3s1"	"Ap3s1"	chrNC_000084.7	+	46913727	46913835	46891069	46891181	46922963	46923686
43220	"gene-Fdxr"	"Fdxr"	chrNC_000077.7	-	115160840	115160925	115160522	115160722	115161148	115161256
43221	"gene-Fdxr"	"Fdxr"	chrNC_000077.7	-	115161148	115161256	115160522	115160722	115162087	115162189
43222	"gene-Hid1"	"Hid1"	chrNC_000077.7	-	115240747	115240828	115239911	115240003	115241317	115241424
43223	"gene-Hid1"	"Hid1"	chrNC_000077.7	-	115252464	115252614	115251147	115251318	115258369	115258545
43224	"gene-Hid1"	"Hid1"	chrNC_000077.7	-	115252464	115252670	115250520	115251318	115258369	115261087
43226	"gene-Cdr2l"	"Cdr2l"	chrNC_000077.7	+	115281005	115281449	115272701	115273227	115283484	115283649
43227	"gene-Cdr2l"	"Cdr2l"	chrNC_000077.7	+	115281336	115281449	115272741	115273227	115283484	115283649
43228	"gene-Cdr2l"	"Cdr2l"	chrNC_000077.7	+	115281688	115281837	115281005	115281449	115283484	115283649
43229	"gene-Cttnbp2"	"Cttnbp2"	chrNC_000072.7	-	18374522	18374621	18366469	18367615	18378365	18378429
43230	"gene-Cttnbp2"	"Cttnbp2"	chrNC_000072.7	-	18375935	18376068	18374522	18374621	18378365	18378429
43231	"gene-Cttnbp2"	"Cttnbp2"	chrNC_000072.7	-	18378365	18378429	18375935	18376068	18380461	18380638
43232	"gene-Cttnbp2"	"Cttnbp2"	chrNC_000072.7	-	18382744	18382923	18380966	18381172	18388026	18388214
43233	"gene-Cttnbp2"	"Cttnbp2"	chrNC_000072.7	-	18406454	18406550	18405182	18405262	18408480	18408756
43234	"gene-Cttnbp2"	"Cttnbp2"	chrNC_000072.7	-	18426034	18426134	18423829	18423980	18427437	18427641
43236	"gene-Cttnbp2"	"Cttnbp2"	chrNC_000072.7	-	18433818	18435445	18427437	18427641	18448246	18448468
43237	"gene-Cttnbp2"	"Cttnbp2"	chrNC_000072.7	-	18433981	18435445	18427437	18427641	18448246	18448468
43238	"gene-Haghl"	"Haghl"	chrNC_000083.7	-	26002756	26002860	26002476	26002556	26003048	26003152
43239	"gene-Haghl"	"Haghl"	chrNC_000083.7	-	26002758	26002860	26001760	26002556	26003048	26003152
43240	"gene-Haghl"	"Haghl"	chrNC_000083.7	-	26003233	26003342	26003048	26003152	26003428	26003546
43244	"gene-Nt5c"	"Nt5c"	chrNC_000077.7	-	115381678	115381793	115381250	115381491	115382096	115382197
43245	"gene-Nt5c"	"Nt5c"	chrNC_000077.7	-	115381678	115381793	115381250	115381570	115381988	115382024
43248	"gene-Sec11c"	"Sec11c"	chrNC_000084.7	+	65942515	65942625	65933648	65933782	65945735	65945885
43249	"gene-Sumo2"	"Sumo2"	chrNC_000077.7	-	115421171	115421243	115413934	115414595	115425377	115425509
43251	"gene-Taf6l"	"Taf6l"	chrNC_000085.7	-	8759364	8759459	8756214	8756289	8759719	8759770
43252	"gene-Taf6l"	"Taf6l"	chrNC_000085.7	-	8762485	8762542	8761198	8761358	8762996	8763191
43253	"gene-Taf6l"	"Taf6l"	chrNC_000085.7	-	8762485	8762542	8761198	8761358	8763573	8763680
43254	"gene-Taf6l"	"Taf6l"	chrNC_000085.7	-	8762996	8763191	8761198	8761358	8763573	8763680
43255	"gene-Taf6l"	"Taf6l"	chrNC_000085.7	-	8762996	8763191	8762485	8762542	8763573	8763680
43256	"gene-Taf6l"	"Taf6l"	chrNC_000085.7	-	8762996	8763191	8762485	8762542	8763631	8763781
43257	"gene-Atp13a5"	"Atp13a5"	chrNC_000082.7	-	29053310	29053391	29049241	29051615	29055984	29056073
43259	"gene-Grb2"	"Grb2"	chrNC_000077.7	-	115537535	115537704	115534870	115536780	115540596	115540719
43260	"gene-Grb2"	"Grb2"	chrNC_000077.7	-	115540596	115540719	115537535	115537704	115546183	115546281
43261	"gene-Grb2"	"Grb2"	chrNC_000077.7	-	115546183	115546281	115540596	115540719	115589977	115590182
43262	"gene-Grb2"	"Grb2"	chrNC_000077.7	-	115589977	115590182	115546183	115546281	115599219	115599423
43264	"gene-Galk1"	"Galk1"	chrNC_000077.7	-	115901066	115901202	115900746	115900928	115901388	115901508
43266	"gene-Unk"	"Unk"	chrNC_000077.7	+	115940139	115940270	115939810	115939987	115940862	115940998
43268	"gene-Unk"	"Unk"	chrNC_000077.7	+	115942283	115942368	115941512	115941630	115943841	115943945
43271	"gene-Mrpl38"	"Mrpl38"	chrNC_000077.7	-	116025258	116025331	116025081	116025127	116025733	116025942
43272	"gene-Fbf1"	"Fbf1"	chrNC_000077.7	-	116035258	116035368	116033110	116034292	116036250	116036368
43273	"gene-Fbf1"	"Fbf1"	chrNC_000077.7	-	116037261	116037447	116036660	116036837	116037529	116037652
43274	"gene-Fbf1"	"Fbf1"	chrNC_000077.7	-	116037344	116037447	116036660	116036837	116037529	116037652
43275	"gene-Fbf1"	"Fbf1"	chrNC_000077.7	-	116041614	116041673	116040192	116040348	116041844	116041939
43279	"gene-Fbf1"	"Fbf1"	chrNC_000077.7	-	116051271	116051392	116050887	116051064	116052250	116052335
43281	"gene-Fbf1"	"Fbf1"	chrNC_000077.7	-	116055488	116055516	116054143	116054185	116056657	116056738
43282	"gene-Fbf1"	"Fbf1"	chrNC_000077.7	-	116055488	116055516	116054143	116054185	116058377	116059075
43283	"gene-Fbf1"	"Fbf1"	chrNC_000077.7	-	116056657	116056738	116054143	116054185	116058377	116059004
43284	"gene-Fbf1"	"Fbf1"	chrNC_000077.7	-	116056657	116056738	116055488	116055516	116057958	116058054
43286	"gene-Fbf1"	"Fbf1"	chrNC_000077.7	-	116056657	116056738	116055488	116055516	116058387	116059076
43287	"gene-Fbf1"	"Fbf1"	chrNC_000077.7	-	116057958	116058054	116055488	116055516	116058377	116059004
43288	"gene-Fbf1"	"Fbf1"	chrNC_000077.7	-	116057958	116058054	116055488	116055516	116058387	116059004
43291	"gene-Acox1"	"Acox1"	chrNC_000077.7	-	116070433	116070603	116069507	116069670	116071116	116071232
43292	"gene-Acox1"	"Acox1"	chrNC_000077.7	-	116074289	116074450	116071116	116071232	116080240	116080401
43294	"gene-Acox1"	"Acox1"	chrNC_000077.7	-	116074289	116074450	116072738	116072846	116089047	116089207
43295	"gene-Acox1"	"Acox1"	chrNC_000077.7	-	116080240	116080401	116072738	116072846	116089047	116089207
43297	"gene-Ten1"	"Ten1"	chrNC_000077.7	+	116095670	116095805	116089680	116089809	116096436	116096594
43298	"gene-Ten1"	"Ten1"	chrNC_000077.7	+	116095670	116095805	116089680	116089809	116105664	116106144
43299	"gene-Ten1"	"Ten1"	chrNC_000077.7	+	116096436	116096594	116089680	116089809	116105664	116106144
43300	"gene-Ten1"	"Ten1"	chrNC_000077.7	+	116096436	116096594	116095670	116095805	116105664	116106144
43301	"gene-Aldh1l1"	"Aldh1l1"	chrNC_000072.7	+	90575167	90575367	90573849	90573955	90575868	90576153
43306	"gene-Mir9-2hg"	"Mir9-2hg"	chrNC_000079.7	+	83878355	83878433	83876224	83876375	83880821	83880951
43307	"gene-Mir9-2hg"	"Mir9-2hg"	chrNC_000079.7	+	83880821	83880951	83869499	83869774	83882779	83882825
43308	"gene-Mir9-2hg"	"Mir9-2hg"	chrNC_000079.7	+	83882779	83882825	83869499	83869774	83886288	83889427
43309	"gene-Cygb"	"Cygb"	chrNC_000077.7	-	116540097	116540272	116536420	116537818	116540609	116540841
43310	"gene-Cygb"	"Cygb"	chrNC_000077.7	-	116540108	116540272	116536420	116537818	116540609	116540841
43311	"gene-Klhl25"	"Klhl25"	chrNC_000073.7	+	75512664	75512777	75498085	75498232	75515084	75516889
43313	"gene-Klhl25"	"Klhl25"	chrNC_000073.7	+	75515084	75516889	75498085	75498221	75522445	75523878
43316	"gene-Mettl23"	"Mettl23"	chrNC_000077.7	+	116740041	116740126	116739726	116739964	116740215	116740563
43319	"gene-Mfsd11"	"Mfsd11"	chrNC_000077.7	+	116751884	116751943	116750322	116750419	116752348	116752493
43320	"gene-Mfsd11"	"Mfsd11"	chrNC_000077.7	+	116752348	116752493	116750322	116750419	116754731	116754772
43321	"gene-Mfsd11"	"Mfsd11"	chrNC_000077.7	+	116752348	116752521	116750322	116750419	116754731	116754772
43322	"gene-Mfsd11"	"Mfsd11"	chrNC_000077.7	+	116762119	116762294	116759359	116759485	116764069	116764205
43323	"gene-Galnt17"	"Galnt17"	chrNC_000071.7	-	130924305	130924401	130906498	130906666	130929401	130929539
43324	"gene-Galnt17"	"Galnt17"	chrNC_000071.7	-	130935415	130935601	130929401	130929539	130992832	130992950
43325	"gene-Galnt17"	"Galnt17"	chrNC_000071.7	-	130992832	130992950	130935415	130935601	131110375	131110573
43326	"gene-Galnt17"	"Galnt17"	chrNC_000071.7	-	131140526	131140693	131114734	131114909	131179723	131179907
43327	"gene-Galnt17"	"Galnt17"	chrNC_000071.7	-	131179723	131179907	131140526	131140693	131335200	131336360
43329	"gene-Rfx2"	"Rfx2"	chrNC_000083.7	-	57111325	57111396	57110477	57110739	57112357	57112447
43337	"gene-Gfod2"	"Gfod2"	chrNC_000074.7	-	106454619	106454963	106440675	106444282	106485085	106485239
43342	"gene-Tnrc6c"	"Tnrc6c"	chrNC_000077.7	+	117591550	117591650	117545114	117545512	117604951	117605278
43343	"gene-Tnrc6c"	"Tnrc6c"	chrNC_000077.7	+	117591550	117591650	117545635	117546157	117604951	117605278
43344	"gene-Tnrc6c"	"Tnrc6c"	chrNC_000077.7	+	117593204	117593226	117591550	117591650	117604951	117605278
43345	"gene-Tnrc6c"	"Tnrc6c"	chrNC_000077.7	+	117604951	117605278	117593204	117593226	117611775	117614376
43346	"gene-Tnrc6c"	"Tnrc6c"	chrNC_000077.7	+	117611775	117614376	117593204	117593226	117622993	117623206
43347	"gene-Tnrc6c"	"Tnrc6c"	chrNC_000077.7	+	117611775	117614376	117604951	117605278	117624435	117624602
43348	"gene-Tnrc6c"	"Tnrc6c"	chrNC_000077.7	+	117622993	117623206	117611775	117614376	117624435	117624602
43351	"gene-Tnrc6c"	"Tnrc6c"	chrNC_000077.7	+	117633752	117633890	117630692	117630835	117638002	117638122
43352	"gene-Tnrc6c"	"Tnrc6c"	chrNC_000077.7	+	117643802	117643970	117640402	117640643	117646156	117646348
43353	"gene-Tnrc6c"	"Tnrc6c"	chrNC_000077.7	+	117643802	117643970	117640402	117640643	117646788	117646932
43354	"gene-Tnrc6c"	"Tnrc6c"	chrNC_000077.7	+	117646156	117646348	117640402	117640643	117646788	117646932
43355	"gene-Tnrc6c"	"Tnrc6c"	chrNC_000077.7	+	117646156	117646348	117640402	117640643	117648762	117648957
43357	"gene-Tnrc6c"	"Tnrc6c"	chrNC_000077.7	+	117646788	117646932	117640402	117640643	117648762	117648957
43358	"gene-Tnrc6c"	"Tnrc6c"	chrNC_000077.7	+	117646788	117646932	117646156	117646348	117648762	117648957
43359	"gene-Tnrc6c"	"Tnrc6c"	chrNC_000077.7	+	117648762	117648957	117646788	117646932	117649729	117649800
43373	"gene-Tha1"	"Tha1"	chrNC_000077.7	-	117760496	117760634	117760185	117760378	117761260	117761446
43374	"gene-Tha1"	"Tha1"	chrNC_000077.7	-	117761837	117761926	117761260	117761446	117762429	117762513
43375	"gene-Tha1"	"Tha1"	chrNC_000077.7	-	117762429	117762513	117761260	117761446	117763996	117764352
43377	"gene-Dnah17"	"Dnah17"	chrNC_000077.7	-	117936047	117936170	117933847	117934052	117936844	117937080
43378	"gene-Dnah17"	"Dnah17"	chrNC_000077.7	-	117964341	117964549	117963670	117963836	117964714	117964888
43381	"gene-Cyth1"	"Cyth1"	chrNC_000077.7	-	118073045	118073157	118068045	118068122	118073590	118073739
43382	"gene-Usp36"	"Usp36"	chrNC_000077.7	-	118163776	118163877	118162950	118163096	118164341	118164482
43383	"gene-Usp36"	"Usp36"	chrNC_000077.7	-	118175684	118175906	118170641	118170752	118176563	118176825
43388	"gene-Cant1"	"Cant1"	chrNC_000077.7	-	118301678	118302337	118299506	118299710	118308399	118308480
43392	"gene-Ece2"	"Ece2"	chrNC_000082.7	+	20449101	20449188	20448600	20448797	20449846	20450062
43393	"gene-Ece2"	"Ece2"	chrNC_000082.7	+	20449530	20449660	20448600	20448797	20449846	20450062
43394	"gene-Ece2"	"Ece2"	chrNC_000082.7	+	20449530	20449660	20449101	20449188	20449846	20450062
43395	"gene-Ece2"	"Ece2"	chrNC_000082.7	+	20451281	20451406	20449846	20450062	20451497	20451644
43396	"gene-Ece2"	"Ece2"	chrNC_000082.7	+	20451497	20451644	20449846	20450062	20451799	20451865
43397	"gene-Ece2"	"Ece2"	chrNC_000082.7	+	20451799	20451865	20449846	20450062	20456410	20456599
43398	"gene-Ece2"	"Ece2"	chrNC_000082.7	+	20461222	20461300	20461024	20461123	20462372	20462483
43399	"gene-Ece2"	"Ece2"	chrNC_000082.7	+	20461222	20461300	20461024	20461123	20462602	20462670
43400	"gene-Ece2"	"Ece2"	chrNC_000082.7	+	20462095	20462199	20461222	20461300	20462372	20462483
43401	"gene-Ece2"	"Ece2"	chrNC_000082.7	+	20462095	20462199	20461222	20461300	20462602	20462670
43402	"gene-Ece2"	"Ece2"	chrNC_000082.7	+	20462372	20462483	20461024	20461123	20462602	20462670
43403	"gene-Ece2"	"Ece2"	chrNC_000082.7	+	20462372	20462483	20461222	20461300	20462602	20462670
43404	"gene-Ece2"	"Ece2"	chrNC_000082.7	+	20462372	20462483	20462095	20462199	20462602	20462670
43405	"gene-Ece2"	"Ece2"	chrNC_000082.7	+	20462817	20463008	20462602	20462670	20463090	20463186
43408	"gene-Samd10"	"Samd10"	chrNC_000068.8	-	181238964	181239136	181238539	181238680	181239220	181239386
43409	"gene-Samd10"	"Samd10"	chrNC_000068.8	-	181239220	181239386	181238539	181238680	181240691	181241227
43410	"gene-Samd10"	"Samd10"	chrNC_000068.8	-	181239220	181239386	181238539	181238680	181240724	181241020
43411	"gene-Samd10"	"Samd10"	chrNC_000068.8	-	181239220	181239402	181238539	181238680	181240691	181241020
43412	"gene-Samd10"	"Samd10"	chrNC_000068.8	-	181239220	181239402	181238539	181238680	181240724	181241020
43413	"gene-Dnajc4"	"Dnajc4"	chrNC_000085.7	-	6966790	6966952	6965556	6965643	6967048	6967233
43414	"gene-Dnajc4"	"Dnajc4"	chrNC_000085.7	-	6966790	6966955	6965556	6965643	6967048	6967233
43415	"gene-Dnajc4"	"Dnajc4"	chrNC_000085.7	-	6967048	6967233	6965556	6965643	6968085	6968179
43416	"gene-Dnajc4"	"Dnajc4"	chrNC_000085.7	-	6969526	6969640	6968085	6968179	6969916	6969950
43417	"gene-Dnajc4"	"Dnajc4"	chrNC_000085.7	-	6969526	6969689	6968085	6968179	6969916	6969954
43418	"gene-Dnajc4"	"Dnajc4"	chrNC_000085.7	-	6969526	6969718	6968085	6968179	6969916	6969950
43419	"gene-Dnajc4"	"Dnajc4"	chrNC_000085.7	-	6969526	6969763	6968085	6968179	6969916	6969954
43421	"gene-Cbx4"	"Cbx4"	chrNC_000077.7	-	118973342	118973409	118968398	118973127	118975388	118975454
43422	"gene-Fyttd1"	"Fyttd1"	chrNC_000082.7	+	32711634	32711783	32704493	32704622	32715454	32715567
43423	"gene-Fyttd1"	"Fyttd1"	chrNC_000082.7	+	32715454	32715567	32711634	32711783	32718743	32718840
43425	"gene-Fyttd1"	"Fyttd1"	chrNC_000082.7	+	32721002	32721077	32719247	32719309	32725901	32728415
43427	"gene-Fyttd1"	"Fyttd1"	chrNC_000082.7	+	32722788	32722915	32721002	32721077	32725901	32728415
43428	"gene-Tbc1d16"	"Tbc1d16"	chrNC_000077.7	-	119041853	119042033	119039756	119039903	119044714	119044901
43429	"gene-Tbc1d16"	"Tbc1d16"	chrNC_000077.7	-	119045907	119046042	119044714	119044901	119046845	119046994
43434	"gene-Ccdc40"	"Ccdc40"	chrNC_000077.7	+	119126969	119127124	119125477	119125622	119128689	119128773
43435	"gene-Eif4a3"	"Eif4a3"	chrNC_000077.7	-	119183644	119183760	119179694	119179802	119184384	119184523
43436	"gene-Eif4a3"	"Eif4a3"	chrNC_000077.7	-	119184384	119184523	119179694	119179802	119184717	119184859
43437	"gene-Eif4a3"	"Eif4a3"	chrNC_000077.7	-	119186298	119186361	119185396	119185529	119186892	119186959
43441	"gene-Slc26a11"	"Slc26a11"	chrNC_000077.7	+	119263936	119263997	119261574	119261625	119265310	119265366
43443	"gene-Dhx9"	"Dhx9"	chrNC_000067.7	-	153356877	153356995	153354611	153354727	153358487	153358628
43444	"gene-Rnf213"	"Rnf213"	chrNC_000077.7	+	119293347	119293517	119283909	119284022	119296452	119296581
43447	"gene-Endov"	"Endov"	chrNC_000077.7	+	119382610	119382782	119382172	119382285	119390352	119390487
43450	"gene-Endov"	"Endov"	chrNC_000077.7	+	119393118	119393187	119391416	119391529	119393524	119393653
43451	"gene-Endov"	"Endov"	chrNC_000077.7	+	119394855	119395441	119393524	119393653	119395630	119395720
43453	"gene-Endov"	"Endov"	chrNC_000077.7	+	119395630	119395720	119393524	119393653	119395916	119395993
43454	"gene-Endov"	"Endov"	chrNC_000077.7	+	119395916	119395993	119393524	119393653	119398027	119400317
43456	"gene-Chmp6"	"Chmp6"	chrNC_000077.7	+	119806238	119806348	119804635	119804763	119806457	119806545
43457	"gene-Gm11767"	"Gm11767"	chrNC_000077.7	-	119826453	119826875	119823835	119825015	119829987	119830116
43458	"gene-Gm11767"	"Gm11767"	chrNC_000077.7	-	119826453	119827356	119823835	119825015	119829987	119830116
43459	"gene-Gm11767"	"Gm11767"	chrNC_000077.7	-	119826453	119827951	119823835	119825015	119829987	119830116
