ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
3897	"gene-Gm31907"	"Gm31907"	chrNC_000084.7	-	45563330	45565214	45563330	45563697	45565029	45565214
3898	"gene-Gm31907"	"Gm31907"	chrNC_000084.7	-	45563330	45565214	45563330	45563757	45565029	45565214
3899	"gene-Tunar"	"Tunar"	chrNC_000078.7	+	105347603	105350191	105347603	105348205	105348361	105350191
3900	"gene-Gm33236"	"Gm33236"	chrNC_000078.7	-	107590456	107593077	107590456	107590996	107593006	107593077
3901	"gene-Gm52002"	"Gm52002"	chrNC_000078.7	+	109007144	109013301	109007144	109012643	109013146	109013301
3902	"gene-Dlk1"	"Dlk1"	chrNC_000078.7	+	109425532	109429262	109425532	109425818	109425971	109429262
3903	"gene-Dlk1"	"Dlk1"	chrNC_000078.7	+	109425532	109429262	109425532	109425818	109426037	109429262
3904	"gene-Dlk1"	"Dlk1"	chrNC_000078.7	+	109425532	109429262	109425532	109425758	109426043	109429262
3905	"gene-Dlk1"	"Dlk1"	chrNC_000078.7	+	109425532	109429262	109425532	109425818	109426043	109429262
3906	"gene-1810009A15Rik"	"1810009A15Rik"	chrNC_000085.7	+	8866246	8866612	8866246	8866328	8866487	8866612
3907	"gene-Gm34081"	"Gm34081"	chrNC_000078.7	-	109467952	109470113	109467952	109468781	109469092	109470113
3908	"gene-Gm34081"	"Gm34081"	chrNC_000078.7	-	109467952	109470113	109467952	109469346	109470008	109470113
3909	"gene-Gm34081"	"Gm34081"	chrNC_000078.7	-	109488933	109489481	109488933	109489090	109489222	109489481
3910	"gene-Tube1"	"Tube1"	chrNC_000076.7	+	39025454	39034631	39025454	39029315	39034497	39034631
3911	"gene-Tube1"	"Tube1"	chrNC_000076.7	+	39034497	39035863	39034497	39034631	39035653	39035863
3912	"gene-Gm40574"	"Gm40574"	chrNC_000078.7	+	109997888	109998161	109997888	109998002	109998096	109998161
3913	"gene-Snx24"	"Snx24"	chrNC_000084.7	+	53522588	53523994	53522588	53522684	53523463	53523994
3914	"gene-Gm34895"	"Gm34895"	chrNC_000078.7	-	110175133	110176812	110175133	110175478	110176575	110176812
3915	"gene-Gm40576"	"Gm40576"	chrNC_000078.7	-	110194050	110197674	110194050	110194203	110194368	110197674
3916	"gene-Gm40576"	"Gm40576"	chrNC_000078.7	-	110194050	110197674	110194050	110194476	110194778	110197674
3917	"gene-Gm40576"	"Gm40576"	chrNC_000078.7	-	110194050	110197674	110194050	110194902	110197264	110197674
3918	"gene-Gm40576"	"Gm40576"	chrNC_000078.7	-	110194050	110197674	110194050	110194902	110197563	110197674
3919	"gene-1700001K19Rik"	"1700001K19Rik"	chrNC_000078.7	-	110634121	110635386	110634121	110634244	110634880	110635386
3920	"gene-Zfp839"	"Zfp839"	chrNC_000078.7	+	110834583	110838346	110834583	110836577	110837654	110838346
3921	"gene-Gm51960"	"Gm51960"	chrNC_000078.7	-	111235340	111238459	111235340	111237649	111238253	111238459
3922	"gene-A230087F16Rik"	"A230087F16Rik"	chrNC_000078.7	+	111253051	111259509	111253051	111253345	111253462	111259509
3923	"gene-Gm33563"	"Gm33563"	chrNC_000075.7	+	98654224	98656038	98654224	98655436	98655897	98656038
3924	"gene-Gm40578"	"Gm40578"	chrNC_000078.7	-	111465898	111469143	111465898	111466043	111466417	111469143
3925	"gene-Zfyve21"	"Zfyve21"	chrNC_000078.7	+	111792009	111794119	111792009	111792066	111793976	111794119
3926	"gene-Zfyve21"	"Zfyve21"	chrNC_000078.7	+	111792009	111794119	111792009	111792066	111793979	111794119
3927	"gene-Syt3"	"Syt3"	chrNC_000073.7	+	44034644	44035545	44034644	44034720	44035352	44035545
3928	"gene-Syt3"	"Syt3"	chrNC_000073.7	+	44034644	44035545	44034644	44034720	44035374	44035545
3929	"gene-Syt3"	"Syt3"	chrNC_000073.7	+	44034644	44035545	44034644	44034720	44035379	44035545
3930	"gene-Nbl1"	"Nbl1"	chrNC_000070.7	-	138818337	138819594	138818337	138818504	138819354	138819594
3931	"gene-Nbl1"	"Nbl1"	chrNC_000070.7	-	138818337	138819594	138818337	138818596	138819354	138819594
3932	"gene-Gm29890"	"Gm29890"	chrNC_000078.7	-	112303454	112308608	112303454	112303564	112305353	112308608
3933	"gene-Gm29890"	"Gm29890"	chrNC_000078.7	-	112303454	112308608	112303454	112303564	112305393	112308608
3934	"gene-Neurl4"	"Neurl4"	chrNC_000077.7	+	69802754	69804648	69802754	69802920	69803952	69804648
3935	"gene-Gm40584"	"Gm40584"	chrNC_000078.7	+	112502095	112502750	112502095	112502213	112502460	112502750
3936	"gene-Inf2"	"Inf2"	chrNC_000078.7	+	112577843	112579038	112577843	112578470	112578978	112579038
3937	"gene-Inf2"	"Inf2"	chrNC_000078.7	+	112577843	112579038	112577843	112578470	112578981	112579038
3938	"gene-Pacs2"	"Pacs2"	chrNC_000078.7	+	113035124	113038013	113035124	113036092	113036162	113038013
3939	"gene-Cchcr1"	"Cchcr1"	chrNC_000083.7	+	35839941	35841196	35839941	35840043	35840378	35841196
3940	"gene-Cchcr1"	"Cchcr1"	chrNC_000083.7	+	35839941	35841196	35839941	35840043	35841044	35841196
3941	"gene-Cchcr1"	"Cchcr1"	chrNC_000083.7	+	35840378	35841196	35840378	35840619	35841044	35841196
3942	"gene-Mtch1"	"Mtch1"	chrNC_000083.7	-	29551049	29551752	29551049	29551212	29551634	29551752
3943	"gene-Rrm2b"	"Rrm2b"	chrNC_000081.7	-	37924195	37927641	37924195	37925034	37927298	37927641
3944	"gene-Taf8"	"Taf8"	chrNC_000083.7	-	47798974	47801207	47798974	47800821	47801063	47801207
3945	"gene-Taf8"	"Taf8"	chrNC_000083.7	-	47798974	47801207	47798974	47800821	47801067	47801207
3946	"gene-Taf8"	"Taf8"	chrNC_000083.7	-	47798974	47804629	47798974	47800821	47804486	47804629
3947	"gene-Taf8"	"Taf8"	chrNC_000083.7	-	47798974	47804629	47798974	47801207	47804486	47804629
3948	"gene-Taf8"	"Taf8"	chrNC_000083.7	-	47801067	47804629	47801067	47801446	47804486	47804629
3949	"gene-Pilrb1"	"Pilrb1"	chrNC_000071.7	-	137850402	137851428	137850402	137850630	137851286	137851428
3950	"gene-Ncapg2"	"Ncapg2"	chrNC_000078.7	+	116424183	116427152	116424183	116424259	116424336	116427152
3951	"gene-Gm31754"	"Gm31754"	chrNC_000082.7	+	95046458	95047489	95046458	95046639	95047402	95047489
3952	"gene-Gm31754"	"Gm31754"	chrNC_000082.7	+	95049260	95051316	95049260	95049386	95049621	95051316
3953	"gene-Gm31754"	"Gm31754"	chrNC_000082.7	+	95049260	95051316	95049260	95049847	95051087	95051316
3954	"gene-Ephb6"	"Ephb6"	chrNC_000072.7	+	41592850	41593518	41592850	41593201	41593393	41593518
3955	"gene-Gm33214"	"Gm33214"	chrNC_000070.7	-	138746387	138746887	138746387	138746543	138746787	138746887
3956	"gene-Gm35413"	"Gm35413"	chrNC_000079.7	-	5852780	5853149	5852780	5852973	5853066	5853149
3957	"gene-Vps13d"	"Vps13d"	chrNC_000070.7	-	144635701	144637482	144635701	144635791	144637386	144637482
3958	"gene-Wdr37"	"Wdr37"	chrNC_000079.7	-	8853029	8855982	8853029	8854314	8854393	8855982
3959	"gene-Wdr37"	"Wdr37"	chrNC_000079.7	-	8921518	8921772	8921518	8921599	8921689	8921772
3960	"gene-Gm34759"	"Gm34759"	chrNC_000081.7	-	12077815	12080558	12077815	12077920	12078830	12080558
3961	"gene-Gm34759"	"Gm34759"	chrNC_000081.7	-	12077815	12080558	12077815	12078045	12078830	12080558
3962	"gene-Gm36423"	"Gm36423"	chrNC_000079.7	+	9733320	9735256	9733320	9734401	9735164	9735256
3963	"gene-Gm40667"	"Gm40667"	chrNC_000079.7	+	12337649	12338374	12337649	12337685	12338262	12338374
3964	"gene-Ero1b"	"Ero1b"	chrNC_000079.7	+	12621715	12624417	12621715	12621772	12624126	12624417
3965	"gene-Gpr137b"	"Gpr137b"	chrNC_000079.7	-	13535412	13535657	13535412	13535421	13535520	13535657
3966	"gene-Tbce"	"Tbce"	chrNC_000079.7	-	14184213	14185226	14184213	14184316	14185126	14185226
3967	"gene-Tbce"	"Tbce"	chrNC_000079.7	-	14184213	14185226	14184213	14184545	14185126	14185226
3968	"gene-Inhba"	"Inhba"	chrNC_000079.7	+	16186784	16189117	16186784	16186971	16189035	16189117
3969	"gene-Plppr3"	"Plppr3"	chrNC_000076.7	-	79702668	79703141	79702668	79702712	79703005	79703141
3970	"gene-Plppr3"	"Plppr3"	chrNC_000076.7	-	79702668	79703141	79702668	79702822	79703005	79703141
3971	"gene-Plppr3"	"Plppr3"	chrNC_000076.7	-	79702668	79703141	79702668	79702864	79703005	79703141
3972	"gene-Plppr3"	"Plppr3"	chrNC_000076.7	-	79709853	79710412	79709853	79709941	79710122	79710412
3973	"gene-Plppr3"	"Plppr3"	chrNC_000076.7	-	79709853	79710412	79709853	79709989	79710122	79710412
3974	"gene-Plppr3"	"Plppr3"	chrNC_000076.7	-	79709853	79710412	79709853	79710004	79710122	79710412
3975	"gene-Tsc2"	"Tsc2"	chrNC_000083.7	-	24818530	24819021	24818530	24818680	24818784	24819021
3976	"gene-Zfp558"	"Zfp558"	chrNC_000075.7	-	18384445	18384972	18384445	18384565	18384649	18384972
3977	"gene-Ccdc74a"	"Ccdc74a"	chrNC_000082.7	+	17468012	17468602	17468012	17468069	17468230	17468602
3978	"gene-Arhgap6"	"Arhgap6"	chrNC_000086.8	+	168078037	168081465	168078037	168078127	168081416	168081465
3979	"gene-Arhgap6"	"Arhgap6"	chrNC_000086.8	+	168078037	168081465	168078037	168078127	168081423	168081465
3980	"gene-Retreg2"	"Retreg2"	chrNC_000067.7	+	75119903	75120119	75119903	75119920	75120012	75120119
3981	"gene-Retreg2"	"Retreg2"	chrNC_000067.7	+	75123073	75124553	75123073	75123363	75123474	75124553
3982	"gene-1700041B01Rik"	"1700041B01Rik"	chrNC_000081.7	+	78560147	78566262	78560147	78565329	78565639	78566262
3983	"gene-Mga"	"Mga"	chrNC_000068.8	+	119781566	119782445	119781566	119781694	119782300	119782445
3984	"gene-Nr1d2"	"Nr1d2"	chrNC_000080.7	+	4254202	4257917	4254202	4254753	4257731	4257917
3985	"gene-Nr1d2"	"Nr1d2"	chrNC_000080.7	+	4254202	4257917	4254202	4254822	4257731	4257917
3986	"gene-Keap1"	"Keap1"	chrNC_000075.7	-	21148366	21150628	21148366	21149052	21150088	21150628
3987	"gene-Keap1"	"Keap1"	chrNC_000075.7	-	21148366	21150628	21148366	21149052	21150203	21150628
3988	"gene-Keap1"	"Keap1"	chrNC_000075.7	-	21148366	21150628	21148366	21149052	21150371	21150628
3989	"gene-Gm33387"	"Gm33387"	chrNC_000079.7	+	23782013	23783120	23782013	23782106	23782275	23783120
3990	"gene-Gm34455"	"Gm34455"	chrNC_000083.7	-	26709454	26709960	26709454	26709544	26709652	26709960
3991	"gene-Gm34455"	"Gm34455"	chrNC_000083.7	-	26709454	26709960	26709454	26709544	26709857	26709960
3992	"gene-Tcf4"	"Tcf4"	chrNC_000084.7	+	69816147	69820996	69816147	69816422	69819867	69820996
3993	"gene-Slc17a3"	"Slc17a3"	chrNC_000079.7	+	24042185	24044701	24042185	24042383	24042476	24044701
3994	"gene-Arpc2"	"Arpc2"	chrNC_000067.7	+	74275675	74276058	74275675	74275769	74275976	74276058
3995	"gene-Gm35599"	"Gm35599"	chrNC_000081.7	+	87784619	87787128	87784619	87786127	87787087	87787128
3996	"gene-Ccdc57"	"Ccdc57"	chrNC_000077.7	-	120769703	120772741	120769703	120769874	120770191	120772741
3997	"gene-Ccdc57"	"Ccdc57"	chrNC_000077.7	-	120769703	120772741	120769703	120769874	120772640	120772741
3998	"gene-Prpf4b"	"Prpf4b"	chrNC_000079.7	+	35085375	35086114	35085375	35085656	35085980	35086114
3999	"gene-Prpf4b"	"Prpf4b"	chrNC_000079.7	+	35085375	35087256	35085375	35085656	35086612	35087256
4000	"gene-Prpf4b"	"Prpf4b"	chrNC_000079.7	+	35085375	35087256	35085375	35086114	35086612	35087256
4001	"gene-Prpf4b"	"Prpf4b"	chrNC_000079.7	+	35085375	35087256	35085375	35086114	35087169	35087256
4002	"gene-Prpf4b"	"Prpf4b"	chrNC_000079.7	+	35086612	35087256	35086612	35086658	35087169	35087256
4003	"gene-Prpf4b"	"Prpf4b"	chrNC_000079.7	+	35085375	35087585	35085375	35087256	35087512	35087585
4004	"gene-Prpf4b"	"Prpf4b"	chrNC_000079.7	+	35085375	35088072	35085375	35087256	35088026	35088072
4005	"gene-Prpf4b"	"Prpf4b"	chrNC_000079.7	+	35085375	35088072	35085375	35087585	35088026	35088072
4006	"gene-Prpf4b"	"Prpf4b"	chrNC_000079.7	+	35085375	35090047	35085375	35088072	35089865	35090047
4007	"gene-Wdcp"	"Wdcp"	chrNC_000078.7	+	4898862	4901942	4898862	4899190	4900126	4901942
4008	"gene-Gm38636"	"Gm38636"	chrNC_000079.7	+	36904364	36906039	36904364	36904434	36904823	36906039
4009	"gene-Gm38636"	"Gm38636"	chrNC_000079.7	+	36904364	36906039	36904364	36904434	36905899	36906039
4010	"gene-Gm38636"	"Gm38636"	chrNC_000079.7	+	36904364	36906039	36904364	36904945	36905899	36906039
4011	"gene-Sfxn4"	"Sfxn4"	chrNC_000085.7	-	60839396	60839894	60839396	60839512	60839617	60839894
4012	"gene-Sfxn4"	"Sfxn4"	chrNC_000085.7	-	60839396	60839894	60839396	60839512	60839793	60839894
4013	"gene-Gabpa"	"Gabpa"	chrNC_000082.7	+	84657262	84660671	84657262	84659863	84660016	84660671
4014	"gene-Gm32063"	"Gm32063"	chrNC_000079.7	+	41392568	41393801	41392568	41392639	41393646	41393801
4015	"gene-Gm32063"	"Gm32063"	chrNC_000079.7	+	41393646	41395559	41393646	41393801	41394479	41395559
4016	"gene-Gm32401"	"Gm32401"	chrNC_000079.7	+	41665652	41666567	41665652	41665822	41665966	41666567
4017	"gene-Gm32401"	"Gm32401"	chrNC_000079.7	+	41665652	41666567	41665652	41666173	41666274	41666567
4018	"gene-Gm33195"	"Gm33195"	chrNC_000079.7	+	44018150	44019252	44018150	44018249	44019050	44019252
4019	"gene-Gm33195"	"Gm33195"	chrNC_000079.7	+	44018150	44019252	44018150	44018374	44019050	44019252
4020	"gene-Gm33195"	"Gm33195"	chrNC_000079.7	+	44018150	44019480	44018150	44018249	44019297	44019480
4021	"gene-Gm33195"	"Gm33195"	chrNC_000079.7	+	44018150	44019480	44018150	44018304	44019297	44019480
4022	"gene-Gm33195"	"Gm33195"	chrNC_000079.7	+	44018150	44019515	44018150	44018374	44019297	44019515
4023	"gene-Gm33195"	"Gm33195"	chrNC_000079.7	+	44018150	44019480	44018150	44019252	44019353	44019480
4024	"gene-Gm29200"	"Gm29200"	chrNC_000084.7	-	12633390	12634941	12633390	12633449	12634824	12634941
4025	"gene-Gm29200"	"Gm29200"	chrNC_000084.7	-	12633390	12634941	12633390	12634623	12634824	12634941
4026	"gene-Rad9b"	"Rad9b"	chrNC_000071.7	-	122461451	122463272	122461451	122462287	122462505	122463272
4027	"gene-Rad9b"	"Rad9b"	chrNC_000071.7	-	122461451	122463527	122461451	122463272	122463413	122463527
4028	"gene-Pusl1"	"Pusl1"	chrNC_000070.7	-	155975508	155975872	155975508	155975696	155975814	155975872
4029	"gene-6030468B19Rik"	"6030468B19Rik"	chrNC_000077.7	+	117696639	117697154	117696639	117696909	117697030	117697154
4030	"gene-6030468B19Rik"	"6030468B19Rik"	chrNC_000077.7	+	117696639	117697154	117696639	117696909	117697033	117697154
4031	"gene-Plekhj1"	"Plekhj1"	chrNC_000076.7	-	80631932	80632452	80631932	80632356	80632424	80632452
4032	"gene-Gm40935"	"Gm40935"	chrNC_000079.7	-	47276432	47276992	47276432	47276680	47276764	47276992
4033	"gene-Thsd1"	"Thsd1"	chrNC_000074.7	+	22748307	22752971	22748307	22748900	22748945	22752971
4034	"gene-Zfp169"	"Zfp169"	chrNC_000079.7	-	48641134	48644869	48641134	48642794	48644831	48644869
4035	"gene-Gm30234"	"Gm30234"	chrNC_000085.7	-	53039146	53040339	53039146	53039430	53039938	53040339
4036	"gene-Gm36402"	"Gm36402"	chrNC_000079.7	+	48655898	48658975	48655898	48655971	48656578	48658975
4037	"gene-Bicd2"	"Bicd2"	chrNC_000079.7	+	49495024	49495386	49495024	49495117	49495221	49495386
4038	"gene-Bicd2"	"Bicd2"	chrNC_000079.7	+	49536518	49540502	49536518	49536729	49538446	49540502
4039	"gene-A530001N23Rik"	"A530001N23Rik"	chrNC_000079.7	-	60635013	60635259	60635013	60635113	60635210	60635259
4040	"gene-A530001N23Rik"	"A530001N23Rik"	chrNC_000079.7	-	60635013	60635919	60635013	60635113	60635328	60635919
4041	"gene-A530001N23Rik"	"A530001N23Rik"	chrNC_000079.7	-	60635013	60635919	60635013	60635259	60635846	60635919
4042	"gene-A530001N23Rik"	"A530001N23Rik"	chrNC_000079.7	-	60635013	60635919	60635013	60635441	60635846	60635919
4043	"gene-Kcnj6"	"Kcnj6"	chrNC_000082.7	-	94545838	94563544	94545838	94550129	94560463	94563544
4044	"gene-Gm38620"	"Gm38620"	chrNC_000080.7	-	3974314	3975599	3974314	3974412	3974856	3975599
4045	"gene-Gm31126"	"Gm31126"	chrNC_000079.7	+	50439099	50443868	50439099	50439176	50439877	50443868
4046	"gene-Gm31835"	"Gm31835"	chrNC_000079.7	-	50677192	50681680	50677192	50677542	50680878	50681680
4047	"gene-Gm29050"	"Gm29050"	chrNC_000083.7	+	5461741	5463165	5461741	5462401	5462679	5463165
4048	"gene-Gm29050"	"Gm29050"	chrNC_000083.7	+	5461741	5463165	5461741	5462772	5463059	5463165
4049	"gene-Gm23952"	"Gm23952"	chrNC_000079.7	-	50833202	50833799	50833202	50833502	50833605	50833799
4050	"gene-Sema4d"	"Sema4d"	chrNC_000079.7	-	51854872	51857567	51854872	51855076	51855525	51857567
4051	"gene-Sema4d"	"Sema4d"	chrNC_000079.7	-	51854872	51857567	51854872	51855076	51857237	51857567
4052	"gene-Gm33763"	"Gm33763"	chrNC_000079.7	+	53628010	53629962	53628010	53628710	53629911	53629962
4053	"gene-Gm33763"	"Gm33763"	chrNC_000079.7	+	53628010	53629962	53628010	53629834	53629911	53629962
4054	"gene-Gm33763"	"Gm33763"	chrNC_000079.7	+	53628010	53636009	53628010	53629962	53631088	53636009
4055	"gene-Gm33763"	"Gm33763"	chrNC_000079.7	+	53628010	53636009	53628010	53630634	53631088	53636009
4056	"gene-Gm34741"	"Gm34741"	chrNC_000068.8	-	160002177	160005148	160002177	160002259	160003344	160005148
4057	"gene-Simc1"	"Simc1"	chrNC_000079.7	+	54671782	54674485	54671782	54672917	54673022	54674485
4058	"gene-Gm17330"	"Gm17330"	chrNC_000078.7	-	23934744	23937087	23934744	23935461	23935588	23937087
4059	"gene-Macroh2a1"	"Macroh2a1"	chrNC_000079.7	-	56236064	56237670	56236064	56236155	56237570	56237670
4060	"gene-Anks3"	"Anks3"	chrNC_000082.7	-	4759295	4759846	4759295	4759661	4759762	4759846
4061	"gene-Anks3"	"Anks3"	chrNC_000082.7	-	4761422	4764043	4761422	4761564	4763918	4764043
4062	"gene-Plekhg2"	"Plekhg2"	chrNC_000073.7	-	28063895	28064057	28063895	28063934	28064009	28064057
4063	"gene-Plekhg2"	"Plekhg2"	chrNC_000073.7	-	28069662	28070467	28069662	28069919	28070302	28070467
4064	"gene-Plekhg2"	"Plekhg2"	chrNC_000073.7	-	28069662	28070467	28069662	28069922	28070302	28070467
4065	"gene-Plekhg2"	"Plekhg2"	chrNC_000073.7	-	28070302	28070670	28070302	28070467	28070539	28070670
4066	"gene-Afdn"	"Afdn"	chrNC_000083.7	+	14116349	14119720	14116349	14116484	14119206	14119720
4067	"gene-Gm33240"	"Gm33240"	chrNC_000079.7	+	57592230	57595771	57592230	57593845	57595659	57595771
4068	"gene-Gm54180"	"Gm54180"	chrNC_000069.7	-	115699662	115700354	115699662	115700175	115700219	115700354
4069	"gene-Gm54180"	"Gm54180"	chrNC_000069.7	-	115700219	115702718	115700219	115700354	115700406	115702718
4070	"gene-Gm34354"	"Gm34354"	chrNC_000079.7	+	59339269	59344351	59339269	59343760	59344263	59344351
4071	"gene-Gm34354"	"Gm34354"	chrNC_000079.7	+	59345358	59351615	59345358	59345517	59348084	59351615
4072	"gene-Trpm3"	"Trpm3"	chrNC_000085.7	+	22743997	22746744	22743997	22744172	22744905	22746744
4073	"gene-Trpm3"	"Trpm3"	chrNC_000085.7	+	22964219	22972774	22964219	22964503	22966157	22972774
4074	"gene-Ctla2b"	"Ctla2b"	chrNC_000079.7	-	61043164	61043957	61043164	61043533	61043834	61043957
4075	"gene-Gm32999"	"Gm32999"	chrNC_000067.7	-	165660146	165663181	165660146	165662239	165663049	165663181
4076	"gene-Zfp808"	"Zfp808"	chrNC_000079.7	+	62318963	62321752	62318963	62320937	62321021	62321752
4077	"gene-Matcap2"	"Matcap2"	chrNC_000075.7	+	22335408	22336103	22335408	22335721	22335807	22336103
4078	"gene-Drd4"	"Drd4"	chrNC_000073.7	+	140871930	140872226	140871930	140871978	140872092	140872226
4079	"gene-Mfsd14b"	"Mfsd14b"	chrNC_000079.7	-	65260317	65260736	65260317	65260472	65260569	65260736
4080	"gene-Ambra1"	"Ambra1"	chrNC_000068.8	+	91602635	91604092	91602635	91602782	91603055	91604092
4081	"gene-Klhdc8b"	"Klhdc8b"	chrNC_000075.7	-	108326819	108327691	108326819	108326984	108327477	108327691
4082	"gene-Zfp874b"	"Zfp874b"	chrNC_000079.7	-	67619631	67623070	67619631	67622673	67622956	67623070
4083	"gene-Med10"	"Med10"	chrNC_000079.7	+	69961822	69964221	69961822	69961925	69963709	69964221
4084	"gene-Slc22a4"	"Slc22a4"	chrNC_000077.7	-	53877303	53879790	53877303	53877439	53879607	53879790
4085	"gene-Ice1"	"Ice1"	chrNC_000079.7	-	70756894	70758739	70756894	70757295	70758652	70758739
4086	"gene-Tox"	"Tox"	chrNC_000070.7	-	6990389	6990836	6990389	6990525	6990756	6990836
4087	"gene-Brd9"	"Brd9"	chrNC_000079.7	+	74086983	74088416	74086983	74087116	74088355	74088416
4088	"gene-Brd9"	"Brd9"	chrNC_000079.7	+	74086983	74088909	74086983	74088416	74088764	74088909
4089	"gene-Sat1"	"Sat1"	chrNC_000086.8	-	153998116	153998680	153998116	153998226	153998596	153998680
4090	"gene-Cfap119"	"Cfap119"	chrNC_000073.7	-	127184316	127184696	127184316	127184433	127184588	127184696
4091	"gene-Cfap119"	"Cfap119"	chrNC_000073.7	-	127184316	127184696	127184316	127184433	127184625	127184696
4092	"gene-Rad54l"	"Rad54l"	chrNC_000070.7	-	115980258	115980875	115980258	115980345	115980675	115980875
4093	"gene-Rad54l"	"Rad54l"	chrNC_000070.7	-	115980258	115980875	115980258	115980513	115980675	115980875
4094	"gene-Rad54l"	"Rad54l"	chrNC_000070.7	-	115980258	115980875	115980258	115980345	115980697	115980875
4095	"gene-Rad54l"	"Rad54l"	chrNC_000070.7	-	115980258	115980875	115980258	115980513	115980697	115980875
4096	"gene-Rpf1"	"Rpf1"	chrNC_000069.7	-	146212098	146212953	146212098	146212330	146212826	146212953
4097	"gene-Xylt2"	"Xylt2"	chrNC_000077.7	-	94557023	94557504	94557023	94557182	94557357	94557504
4098	"gene-Gm32639"	"Gm32639"	chrNC_000079.7	+	81272649	81276987	81272649	81272743	81272841	81276987
4099	"gene-Gm32639"	"Gm32639"	chrNC_000079.7	+	81272649	81276987	81272649	81272941	81275713	81276987
4100	"gene-Gm33217"	"Gm33217"	chrNC_000079.7	-	83501103	83504519	83501103	83501259	83501709	83504519
4101	"gene-Prpf40b"	"Prpf40b"	chrNC_000081.7	+	99207565	99207916	99207565	99207680	99207824	99207916
4102	"gene-Prpf40b"	"Prpf40b"	chrNC_000081.7	+	99212723	99213167	99212723	99212861	99213071	99213167
4103	"gene-Plxna3"	"Plxna3"	chrNC_000086.8	+	73377351	73377954	73377351	73377452	73377830	73377954
4104	"gene-Plxna3"	"Plxna3"	chrNC_000086.8	+	73378648	73379104	73378648	73378763	73378903	73379104
4105	"gene-Hinfp"	"Hinfp"	chrNC_000075.7	-	44213706	44216243	44213706	44213884	44216078	44216243
4106	"gene-Hinfp"	"Hinfp"	chrNC_000075.7	-	44216078	44216906	44216078	44216243	44216431	44216906
4107	"gene-Zcchc9"	"Zcchc9"	chrNC_000079.7	-	91946941	91947484	91946941	91947010	91947438	91947484
4108	"gene-Parp2"	"Parp2"	chrNC_000080.7	+	51052326	51052884	51052326	51052412	51052808	51052884
4109	"gene-Parp2"	"Parp2"	chrNC_000080.7	+	51052326	51052884	51052326	51052423	51052808	51052884
4110	"gene-Parp2"	"Parp2"	chrNC_000080.7	+	51054788	51056730	51054788	51054927	51056666	51056730
4111	"gene-Gm33171"	"Gm33171"	chrNC_000079.7	+	96838008	96838803	96838008	96838109	96838224	96838803
4112	"gene-Gm33171"	"Gm33171"	chrNC_000079.7	+	96838008	96838803	96838008	96838109	96838523	96838803
4113	"gene-Gm33171"	"Gm33171"	chrNC_000079.7	+	96838008	96838803	96838008	96838109	96838628	96838803
4114	"gene-Gm41028"	"Gm41028"	chrNC_000079.7	+	97195257	97195743	97195257	97195316	97195612	97195743
4115	"gene-Ankra2"	"Ankra2"	chrNC_000079.7	+	98409279	98410426	98409279	98409360	98409885	98410426
4116	"gene-Ankra2"	"Ankra2"	chrNC_000079.7	+	98409279	98410426	98409279	98409360	98410314	98410426
4117	"gene-Gm41033"	"Gm41033"	chrNC_000079.7	-	98687107	98689116	98687107	98687979	98688121	98689116
4118	"gene-Gm41033"	"Gm41033"	chrNC_000079.7	-	98687107	98689116	98687107	98688315	98688993	98689116
4119	"gene-Gm41033"	"Gm41033"	chrNC_000079.7	-	98687107	98689116	98687107	98688437	98688993	98689116
4120	"gene-Gm41033"	"Gm41033"	chrNC_000079.7	-	98687107	98689796	98687107	98689116	98689760	98689796
4121	"gene-Gm41033"	"Gm41033"	chrNC_000079.7	-	98689760	98689988	98689760	98689796	98689888	98689988
4122	"gene-Dlgap4"	"Dlgap4"	chrNC_000068.8	+	156589942	156590340	156589942	156590022	156590251	156590340
4123	"gene-Dll1"	"Dll1"	chrNC_000083.7	-	15587615	15588513	15587615	15588297	15588395	15588513
4124	"gene-Gm30967"	"Gm30967"	chrNC_000079.7	+	104180858	104184447	104180858	104183097	104183289	104184447
4125	"gene-Dimt1"	"Dimt1"	chrNC_000079.7	+	107086062	107086293	107086062	107086124	107086199	107086293
4126	"gene-Zfp13"	"Zfp13"	chrNC_000083.7	-	23818125	23818517	23818125	23818299	23818396	23818517
4127	"gene-Zfp13"	"Zfp13"	chrNC_000083.7	-	23818125	23818517	23818125	23818304	23818396	23818517
4128	"gene-Gm31803"	"Gm31803"	chrNC_000079.7	-	107630639	107632661	107630639	107631864	107632406	107632661
4129	"gene-Gm31803"	"Gm31803"	chrNC_000079.7	-	107638980	107639672	107638980	107639157	107639339	107639672
4130	"gene-Gm31803"	"Gm31803"	chrNC_000079.7	-	107638980	107639462	107638980	107639157	107639397	107639462
4131	"gene-Ndufaf2"	"Ndufaf2"	chrNC_000079.7	-	108189122	108189488	108189122	108189215	108189247	108189488
4132	"gene-Zfp984"	"Zfp984"	chrNC_000070.7	-	147838430	147840692	147838430	147840146	147840215	147840692
4133	"gene-Parp8"	"Parp8"	chrNC_000079.7	-	117161711	117161931	117161711	117161813	117161900	117161931
4134	"gene-Gm30929"	"Gm30929"	chrNC_000081.7	-	66211001	66212266	66211001	66211078	66211589	66212266
