ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
7906	"gene-Rnf138"	"Rnf138"	chrNC_000084.7	+	21141781	21141947	21157465	21157573	21135013	21135226	21159142	21161281
7907	"gene-Rnf138"	"Rnf138"	chrNC_000084.7	+	21141781	21141947	21157465	21158572	21135013	21135226	21159142	21161281
7908	"gene-Rnf138"	"Rnf138"	chrNC_000084.7	+	21143733	21143849	21150875	21150932	21141781	21141947	21153944	21154056
7909	"gene-Mlc1"	"Mlc1"	chrNC_000081.7	-	88858687	88858789	88858926	88858980	88850595	88850697	88860705	88860795
7912	"gene-Hdac10"	"Hdac10"	chrNC_000081.7	-	89010832	89010909	89011071	89011198	89010580	89010640	89011588	89011693
7913	"gene-Hdac10"	"Hdac10"	chrNC_000081.7	-	89010843	89010909	89011071	89011198	89010580	89010640	89011588	89011693
7915	"gene-Dennd6b"	"Dennd6b"	chrNC_000081.7	-	89070565	89070630	89070956	89071022	89070374	89070464	89071158	89071253
7916	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89126362	89126476	89127507	89127662	89095722	89095982	89130460	89130543
7917	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89126362	89126476	89127507	89127662	89095722	89095982	89137221	89137453
7918	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89126362	89126476	89130460	89130543	89095722	89095982	89137221	89137453
7919	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89126362	89126491	89130460	89130543	89095653	89095982	89137221	89137464
7920	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89126362	89126491	89127507	89127662	89095722	89095982	89130460	89130543
7921	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89126362	89126491	89127507	89127662	89095722	89095982	89137221	89137453
7922	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89126362	89126491	89137221	89137453	89095722	89095982	89140911	89141052
7923	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89126362	89126491	89137221	89137464	89095722	89095982	89140911	89141052
7924	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89127507	89127662	89130460	89130543	89095722	89095982	89137221	89137453
7925	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89127507	89127662	89130460	89130543	89126362	89126476	89137221	89137464
7926	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89127507	89127662	89137221	89137453	89126362	89126476	89140865	89141052
7927	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89127507	89127662	89137221	89137464	89126362	89126476	89140865	89141052
7929	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89127507	89127662	89130460	89130543	89126362	89126491	89140865	89141052
7930	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89127507	89127662	89137221	89137453	89126362	89126491	89140865	89141052
7931	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89127507	89127662	89137221	89137464	89126362	89126491	89140865	89141052
7932	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89130460	89130543	89137221	89137453	89126362	89126491	89140865	89141052
7933	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89130460	89130543	89137221	89137464	89126362	89126491	89140865	89141052
7934	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89130460	89130543	89137221	89137453	89126362	89126491	89140911	89141052
7935	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89130460	89130543	89137221	89137464	89126362	89126491	89140911	89141052
7936	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89130460	89130543	89140911	89141052	89126362	89126491	89143268	89143406
7937	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89130460	89130543	89137221	89137453	89127507	89127662	89140865	89141052
7938	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89130460	89130543	89137221	89137464	89127507	89127662	89140865	89141052
7939	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89130460	89130543	89137221	89137453	89127507	89127662	89140911	89141052
7940	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89130460	89130543	89137221	89137464	89127507	89127662	89140911	89141052
7941	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89130460	89130543	89137221	89137464	89127507	89127662	89143268	89143406
7942	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89130460	89130543	89140865	89141052	89127507	89127662	89143268	89143406
7943	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89137221	89137464	89140865	89141052	89127507	89127662	89143268	89143406
7944	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89137221	89137464	89140865	89141052	89130460	89130543	89143268	89143406
7945	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89137221	89137464	89140911	89141052	89130460	89130543	89143268	89143406
7946	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89137221	89137464	89140865	89141052	89130460	89130543	89143286	89143406
7947	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89140843	89141052	89143268	89143406	89137221	89137464	89146555	89146705
7948	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89140843	89141052	89143286	89143406	89137221	89137464	89146555	89146705
7949	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89140865	89141052	89143268	89143406	89137221	89137464	89146555	89146621
7950	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89140865	89141052	89143286	89143406	89137221	89137464	89146555	89146621
7951	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89140911	89141052	89143268	89143406	89137221	89137464	89146555	89146621
7952	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89140911	89141052	89143286	89143406	89137221	89137464	89146555	89146621
7953	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89143268	89143406	89146555	89146705	89140843	89141052	89149331	89149444
7954	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89143268	89143406	89146555	89146621	89140865	89141052	89149331	89149444
7955	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89143286	89143406	89146555	89146621	89140865	89141052	89149331	89149444
7956	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89143286	89143406	89146555	89146705	89140865	89141052	89149331	89149444
7957	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89146555	89146621	89149331	89149444	89143268	89143406	89149807	89149921
7958	"gene-Ppp6r2"	"Ppp6r2"	chrNC_000081.7	+	89146555	89146621	89149807	89149921	89143268	89143406	89152705	89152832
7959	"gene-Ncaph2"	"Ncaph2"	chrNC_000081.7	+	89247968	89248037	89248124	89248204	89247807	89247892	89248290	89248445
7960	"gene-Porcn"	"Porcn"	chrNC_000086.8	-	8067414	8067515	8070030	8070074	8065624	8065701	8071803	8071972
7961	"gene-Porcn"	"Porcn"	chrNC_000086.8	-	8067682	8067808	8067896	8067911	8067414	8067515	8069264	8069282
7963	"gene-Porcn"	"Porcn"	chrNC_000086.8	-	8067682	8067808	8067896	8067911	8067414	8067515	8069397	8069528
7965	"gene-Porcn"	"Porcn"	chrNC_000086.8	-	8067682	8067808	8067896	8067911	8067414	8067515	8070030	8070074
7967	"gene-Porcn"	"Porcn"	chrNC_000086.8	-	8067682	8067808	8067901	8067911	8067414	8067515	8071803	8071972
7968	"gene-Porcn"	"Porcn"	chrNC_000086.8	-	8067682	8067808	8070030	8070074	8067414	8067515	8071803	8071972
7970	"gene-Porcn"	"Porcn"	chrNC_000086.8	-	8067896	8067911	8069264	8069282	8067682	8067808	8070030	8070074
7971	"gene-Porcn"	"Porcn"	chrNC_000086.8	-	8067896	8067911	8069397	8069528	8067682	8067808	8070030	8070074
7972	"gene-Porcn"	"Porcn"	chrNC_000086.8	-	8067896	8067911	8069264	8069282	8067682	8067808	8071803	8071972
7973	"gene-Porcn"	"Porcn"	chrNC_000086.8	-	8067896	8067911	8070030	8070074	8067682	8067808	8071803	8071972
7974	"gene-Porcn"	"Porcn"	chrNC_000086.8	-	8067901	8067911	8070030	8070074	8067414	8067515	8071803	8071972
7975	"gene-Porcn"	"Porcn"	chrNC_000086.8	-	8069264	8069282	8069397	8069528	8067682	8067808	8070030	8070074
7976	"gene-Porcn"	"Porcn"	chrNC_000086.8	-	8069264	8069282	8070030	8070074	8067682	8067808	8071803	8071972
7977	"gene-Porcn"	"Porcn"	chrNC_000086.8	-	8069264	8069282	8069397	8069528	8067896	8067911	8070030	8070074
7981	"gene-Kif21a"	"Kif21a"	chrNC_000081.7	-	90833208	90833247	90840497	90840712	90827967	90828104	90843279	90843334
7985	"gene-Yaf2"	"Yaf2"	chrNC_000081.7	-	93215419	93215489	93234220	93234346	93184290	93184443	93234637	93234816
7986	"gene-Zcrb1"	"Zcrb1"	chrNC_000081.7	-	93288931	93289039	93289334	93289446	93285627	93285740	93291587	93291645
7987	"gene-Zcrb1"	"Zcrb1"	chrNC_000081.7	-	93288931	93289039	93289334	93289446	93285627	93285740	93293467	93293496
7988	"gene-Zcrb1"	"Zcrb1"	chrNC_000081.7	-	93289334	93289446	93291587	93291645	93288931	93289039	93293467	93293496
7989	"gene-Pphln1"	"Pphln1"	chrNC_000081.7	+	93308552	93308664	93321894	93321956	93296242	93296342	93339381	93339593
7990	"gene-Pphln1"	"Pphln1"	chrNC_000081.7	+	93308572	93308664	93321894	93321956	93296242	93296342	93339381	93339593
7991	"gene-Pphln1"	"Pphln1"	chrNC_000081.7	+	93353331	93353411	93362985	93363126	93339381	93339593	93386854	93389794
7992	"gene-Trappc10"	"Trappc10"	chrNC_000076.7	-	78047309	78047456	78050401	78050649	78046597	78046712	78052983	78053095
7993	"gene-Nell2"	"Nell2"	chrNC_000081.7	-	95244642	95244768	95272608	95272737	95196738	95196861	95281506	95281609
7994	"gene-Nell2"	"Nell2"	chrNC_000081.7	-	95371389	95371540	95425157	95425286	95333137	95333311	95425681	95425767
7995	"gene-Slc38a2"	"Slc38a2"	chrNC_000081.7	-	96591436	96591519	96592893	96592975	96591161	96591220	96593096	96593189
7998	"gene-Zranb2"	"Zranb2"	chrNC_000069.7	+	157241970	157242023	157242084	157242223	157240012	157240111	157246269	157246346
7999	"gene-Zranb2"	"Zranb2"	chrNC_000069.7	+	157241970	157242023	157242114	157242223	157240012	157240111	157246269	157246346
8000	"gene-Zranb2"	"Zranb2"	chrNC_000069.7	+	157242084	157242223	157243223	157243306	157241970	157242023	157246269	157246346
8001	"gene-Zranb2"	"Zranb2"	chrNC_000069.7	+	157242114	157242223	157243223	157243306	157241970	157242023	157246269	157246346
8002	"gene-Zranb2"	"Zranb2"	chrNC_000069.7	+	157242119	157242223	157243223	157243306	157241970	157242023	157246269	157246346
8003	"gene-Hdac7"	"Hdac7"	chrNC_000081.7	-	97694713	97694832	97695821	97695919	97693978	97694112	97696104	97696224
8004	"gene-Hdac7"	"Hdac7"	chrNC_000081.7	-	97697437	97697525	97698575	97698683	97696104	97696224	97699956	97700006
8005	"gene-Hdac7"	"Hdac7"	chrNC_000081.7	-	97697641	97697697	97698575	97698683	97697437	97697525	97699956	97700006
8006	"gene-Hdac7"	"Hdac7"	chrNC_000081.7	-	97697641	97697697	97698575	97699210	97697437	97697525	97699956	97700006
8007	"gene-Pfkm"	"Pfkm"	chrNC_000081.7	+	98022906	98022971	98023430	98023494	98021676	98021802	98024184	98024334
8008	"gene-Ntan1"	"Ntan1"	chrNC_000082.7	+	13644746	13644849	13644923	13644989	13637114	13637300	13645251	13645360
8009	"gene-Ntan1"	"Ntan1"	chrNC_000082.7	+	13646868	13646942	13648981	13649035	13645251	13645360	13649470	13649524
8010	"gene-Ntan1"	"Ntan1"	chrNC_000082.7	+	13646868	13646942	13648981	13649035	13645251	13645360	13649472	13649524
8011	"gene-Lmbr1l"	"Lmbr1l"	chrNC_000081.7	-	98806400	98806477	98806556	98806640	98805774	98805852	98806729	98806802
8015	"gene-Spats2"	"Spats2"	chrNC_000081.7	+	99072282	99072332	99076187	99076446	99071282	99071391	99083839	99083975
8016	"gene-Mcrs1"	"Mcrs1"	chrNC_000081.7	-	99147248	99147387	99147756	99147895	99146582	99146741	99149742	99149838
8017	"gene-Mcrs1"	"Mcrs1"	chrNC_000081.7	-	99147248	99147387	99148343	99148463	99146582	99146741	99149742	99149838
8018	"gene-Mcrs1"	"Mcrs1"	chrNC_000081.7	-	99147756	99147895	99148343	99148463	99146582	99146741	99149742	99149838
8021	"gene-Lima1"	"Lima1"	chrNC_000081.7	-	99685205	99685264	99692289	99692399	99681400	99681534	99694622	99694680
8022	"gene-Atf1"	"Atf1"	chrNC_000081.7	+	100130613	100130712	100143125	100143226	100125728	100125963	100149949	100150080
8025	"gene-Tfcp2"	"Tfcp2"	chrNC_000081.7	-	100420269	100420376	100423447	100423553	100418443	100418596	100425757	100425834
8026	"gene-Myg1"	"Myg1"	chrNC_000081.7	+	102242636	102242796	102245266	102245419	102240524	102240637	102245535	102245658
8027	"gene-Tubgcp6"	"Tubgcp6"	chrNC_000081.7	-	89000247	89000458	89004712	89004876	88995318	88995492	89006279	89007353
8028	"gene-Map3k12"	"Map3k12"	chrNC_000081.7	-	102411923	102412082	102412159	102412318	102411071	102411180	102412549	102412741
8031	"gene-Nfxl1"	"Nfxl1"	chrNC_000071.7	-	72697636	72697737	72697834	72697996	72696948	72697063	72698196	72698375
8032	"gene-Stox2"	"Stox2"	chrNC_000074.7	-	47644873	47647139	47656155	47656308	47633082	47639607	47740914	47742437
8034	"gene-Gtdc1"	"Gtdc1"	chrNC_000068.8	-	44646279	44646447	44715362	44715555	44642058	44642232	44750302	44750338
8035	"gene-Gtdc1"	"Gtdc1"	chrNC_000068.8	-	44715362	44715555	44750302	44750338	44646279	44646447	44810522	44810762
8036	"gene-Gtdc1"	"Gtdc1"	chrNC_000068.8	-	44715362	44715555	44750302	44750338	44646279	44646447	44817153	44817248
8037	"gene-Fyn"	"Fyn"	chrNC_000076.7	+	39271000	39271040	39331061	39331131	39245749	39246186	39387734	39387992
8038	"gene-Fyn"	"Fyn"	chrNC_000076.7	+	39331061	39331131	39387734	39387992	39271000	39271040	39391568	39391665
8039	"gene-Fyn"	"Fyn"	chrNC_000076.7	+	39402776	39402926	39405432	39405597	39401396	39401500	39408011	39408191
8041	"gene-Glyr1"	"Glyr1"	chrNC_000082.7	-	4849750	4849837	4854099	4854339	4848048	4848105	4854782	4854921
8046	"gene-Nudt21"	"Nudt21"	chrNC_000074.7	-	94749402	94749517	94751169	94751245	94746030	94746332	94755462	94755552
8047	"gene-Rbfox1"	"Rbfox1"	chrNC_000082.7	+	6627070	6627112	7042174	7042414	6305682	6305730	7094888	7095032
8048	"gene-Rbfox1"	"Rbfox1"	chrNC_000082.7	+	7103341	7103395	7124271	7124325	7094888	7095032	7170795	7170928
8050	"gene-Rbfox1"	"Rbfox1"	chrNC_000082.7	+	7148225	7148306	7170795	7170928	7124271	7124325	7225827	7225903
8057	"gene-Fancg"	"Fancg"	chrNC_000070.7	-	43008710	43008913	43009147	43009279	43007267	43007403	43009706	43009800
8060	"gene-Snx29"	"Snx29"	chrNC_000082.7	+	11265243	11265372	11328823	11328906	11263028	11263092	11389562	11389669
8061	"gene-Marf1"	"Marf1"	chrNC_000082.7	-	13938087	13938318	13943805	13944033	13935146	13935359	13944919	13945122
8062	"gene-Ppil2"	"Ppil2"	chrNC_000082.7	-	16910078	16910168	16910548	16910655	16909719	16909753	16910874	16910950
8063	"gene-Ppil2"	"Ppil2"	chrNC_000082.7	-	16910548	16910655	16912746	16912907	16909719	16909753	16913868	16913944
8064	"gene-Ppil2"	"Ppil2"	chrNC_000082.7	-	16914568	16914658	16915219	16915311	16913868	16913944	16918119	16918171
8065	"gene-Arih2"	"Arih2"	chrNC_000075.7	-	108497257	108497325	108521224	108521564	108494570	108494634	108522131	108522193
8066	"gene-Arih2"	"Arih2"	chrNC_000075.7	-	108497257	108497325	108521224	108521567	108494570	108494634	108522131	108522193
8068	"gene-Opcml"	"Opcml"	chrNC_000075.7	+	28315623	28315708	28586429	28586662	27702052	27702742	28724582	28724708
8072	"gene-Pi4ka"	"Pi4ka"	chrNC_000082.7	-	17098883	17098973	17099712	17099872	17098580	17098664	17100149	17100270
8073	"gene-Pi4ka"	"Pi4ka"	chrNC_000082.7	-	17099712	17099872	17100149	17100270	17098883	17098973	17100480	17100606
8074	"gene-Pi4ka"	"Pi4ka"	chrNC_000082.7	-	17103070	17103141	17104515	17104645	17102459	17102532	17108978	17109099
8075	"gene-Pi4ka"	"Pi4ka"	chrNC_000082.7	-	17110743	17110797	17111706	17111874	17108978	17109099	17113235	17113326
8076	"gene-Pi4ka"	"Pi4ka"	chrNC_000082.7	-	17117305	17117433	17118856	17118964	17115414	17115534	17120854	17121006
8080	"gene-Nap1l4"	"Nap1l4"	chrNC_000073.7	-	143075137	143075167	143080902	143081048	143074120	143074177	143083154	143083294
8081	"gene-Nap1l4"	"Nap1l4"	chrNC_000073.7	-	143077897	143078017	143086045	143086117	143075137	143075167	143089387	143089474
8082	"gene-Nap1l4"	"Nap1l4"	chrNC_000073.7	-	143093924	143093983	143095484	143095515	143091953	143092053	143102778	143102857
8083	"gene-Prdm9"	"Prdm9"	chrNC_000083.7	-	15782676	15782784	15783075	15783199	15779284	15779334	15783482	15784636
8084	"gene-Dgcr6"	"Dgcr6"	chrNC_000082.7	+	17884147	17884463	17884559	17884720	17882916	17883048	17887287	17887388
8085	"gene-Dgcr6"	"Dgcr6"	chrNC_000082.7	+	17884147	17884463	17884559	17884720	17882916	17883056	17887287	17887388
8086	"gene-Tango2"	"Tango2"	chrNC_000082.7	-	18120549	18120654	18121546	18121700	18118688	18119416	18125833	18125904
8087	"gene-Tango2"	"Tango2"	chrNC_000082.7	-	18120549	18120654	18121546	18121719	18118688	18119416	18125833	18125904
8088	"gene-Txnrd2"	"Txnrd2"	chrNC_000082.7	+	18291543	18291636	18293431	18293503	18290903	18290999	18294271	18294369
8089	"gene-Gnb1l"	"Gnb1l"	chrNC_000082.7	+	18362860	18363023	18366842	18366941	18359721	18359847	18371116	18371332
8090	"gene-Gnb1l"	"Gnb1l"	chrNC_000082.7	+	18362864	18363023	18366842	18366941	18359721	18359847	18371116	18371332
8091	"gene-Gnb1l"	"Gnb1l"	chrNC_000082.7	+	18366842	18366941	18371116	18371332	18362860	18363023	18382784	18385430
8092	"gene-Ufd1"	"Ufd1"	chrNC_000082.7	+	18634078	18634111	18636652	18636774	18633579	18633712	18639788	18639919
8096	"gene-Cdk5rap3"	"Cdk5rap3"	chrNC_000077.7	-	96803831	96803880	96804207	96804308	96803042	96803221	96804490	96804622
8097	"gene-Yeats2"	"Yeats2"	chrNC_000082.7	+	19969191	19969310	19971658	19971756	19959807	19959985	19972886	19972979
8098	"gene-Yeats2"	"Yeats2"	chrNC_000082.7	+	19969191	19969310	19971658	19971756	19960001	19960411	19972886	19972979
8099	"gene-Clcn2"	"Clcn2"	chrNC_000082.7	-	20527851	20528065	20528319	20528430	20527383	20527517	20528629	20528699
8100	"gene-Clcn2"	"Clcn2"	chrNC_000082.7	-	20527851	20528065	20528319	20528474	20527383	20527517	20528629	20528699
8101	"gene-Polr2h"	"Polr2h"	chrNC_000082.7	+	20537740	20537834	20539268	20539352	20537573	20537657	20540659	20541015
8102	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73137950	73138051	73140657	73140742	73136062	73136178	73146335	73146433
8103	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73197597	73197685	73202697	73202864	73192889	73192969	73214981	73215208
8104	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73197597	73197685	73202697	73202864	73192889	73192969	73266496	73266593
8105	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73197597	73197685	73236889	73237044	73192889	73192969	73266496	73266593
8106	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73202697	73202864	73236889	73237044	73192889	73192969	73266496	73266593
8107	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73202697	73202864	73214981	73215208	73197597	73197685	73231874	73232186
8108	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73202697	73202864	73214981	73215208	73197597	73197685	73236889	73237044
8109	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73202697	73202864	73231874	73232186	73197597	73197685	73236889	73237044
8110	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73202697	73202864	73214981	73215208	73197597	73197685	73263607	73263729
8111	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73202697	73202864	73231874	73232186	73197597	73197685	73263607	73263729
8112	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73202697	73202864	73214981	73215208	73197597	73197685	73266496	73266593
8113	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73202697	73202864	73231874	73232186	73197597	73197685	73266496	73266593
8114	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73214981	73215208	73231874	73232186	73197597	73197685	73236889	73237044
8115	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73214981	73215208	73231874	73232186	73197597	73197685	73263607	73263729
8116	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73214981	73215208	73231874	73232186	73197597	73197685	73266496	73266593
8117	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73214981	73215208	73231874	73232186	73202697	73202864	73236889	73237044
8118	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73214981	73215208	73231874	73232186	73202697	73202864	73263607	73263729
8119	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73214981	73215208	73236889	73237044	73202697	73202864	73263607	73263729
8120	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73214981	73215208	73263607	73263729	73202697	73202864	73264192	73264296
8121	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73214981	73215208	73231874	73232186	73202697	73202864	73266496	73266593
8122	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73214981	73215208	73236889	73237044	73202697	73202864	73266496	73266593
8123	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73214981	73215208	73263607	73263729	73202697	73202864	73266496	73266593
8124	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73231874	73232186	73236889	73237044	73202697	73202864	73263607	73263729
8125	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73231874	73232186	73236889	73237044	73202697	73202864	73266496	73266593
8126	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73231874	73232186	73263607	73263729	73202697	73202864	73266496	73266593
8131	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73236889	73237044	73263607	73263729	73202697	73202864	73266496	73266593
8132	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73236889	73237044	73263607	73263729	73214981	73215208	73264192	73264296
8135	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73236889	73237044	73266496	73266593	73214981	73215208	73294857	73297192
8136	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73236889	73237044	73263607	73263729	73231874	73232186	73264192	73264296
8137	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73236889	73237044	73266496	73266593	73231874	73232186	73294857	73297192
8139	"gene-Ptk2"	"Ptk2"	chrNC_000081.7	-	73263607	73263729	73264192	73264296	73236889	73237044	73266496	73266593
8140	"gene-St6gal1"	"St6gal1"	chrNC_000082.7	+	23136313	23136448	23139782	23140428	23075708	23075851	23147091	23147189
8141	"gene-Slc8a1"	"Slc8a1"	chrNC_000083.7	-	81745173	81745242	81749080	81749095	81740072	81740203	81749201	81749219
8146	"gene-Dpp9"	"Dpp9"	chrNC_000083.7	-	56507582	56507683	56509840	56509902	56506255	56506433	56511171	56511300
8148	"gene-Bclaf3"	"Bclaf3"	chrNC_000086.8	+	158331234	158331311	158334746	158335370	158315638	158315831	158336239	158336890
8149	"gene-Bclaf3"	"Bclaf3"	chrNC_000086.8	+	158338470	158338646	158341330	158341394	158336239	158336890	158342833	158342949
8150	"gene-Bclaf3"	"Bclaf3"	chrNC_000086.8	+	158357940	158358093	158374327	158374353	158350914	158351010	158375066	158376070
8151	"gene-Senp5"	"Senp5"	chrNC_000082.7	-	31784562	31784646	31787617	31787755	31783087	31783138	31796497	31796575
8153	"gene-Senp5"	"Senp5"	chrNC_000082.7	-	31787617	31787755	31796497	31796575	31784562	31784646	31802310	31802449
8154	"gene-Senp5"	"Senp5"	chrNC_000082.7	-	31796416	31796575	31802081	31802129	31787617	31787755	31802310	31802449
8155	"gene-Senp5"	"Senp5"	chrNC_000082.7	-	31796497	31796575	31802081	31802129	31787617	31787755	31802310	31802449
8156	"gene-Senp5"	"Senp5"	chrNC_000082.7	-	31802585	31802691	31807757	31809283	31802310	31802449	31821809	31823522
8158	"gene-Lrch3"	"Lrch3"	chrNC_000082.7	+	32770661	32770806	32772426	32772553	32734451	32734773	32775669	32775775
8159	"gene-Lrch3"	"Lrch3"	chrNC_000082.7	+	32799765	32799914	32802197	32802274	32796098	32796219	32806345	32806397
8160	"gene-Rps19bp1"	"Rps19bp1"	chrNC_000081.7	-	80145497	80145595	80148183	80148318	80144814	80145331	80148427	80148507
8161	"gene-Osbpl11"	"Osbpl11"	chrNC_000082.7	+	33049331	33049518	33054792	33054975	33047226	33047725	33056624	33056778
8162	"gene-Osbpl11"	"Osbpl11"	chrNC_000082.7	+	33054792	33054975	33056624	33056778	33049331	33049518	33062105	33063682
8163	"gene-Zfp148"	"Zfp148"	chrNC_000082.7	+	33254995	33255344	33277245	33277371	33247563	33247699	33287224	33287348
8164	"gene-Zfp148"	"Zfp148"	chrNC_000082.7	+	33254995	33255344	33277245	33277389	33247563	33247699	33287224	33287348
8165	"gene-Heg1"	"Heg1"	chrNC_000082.7	+	33581127	33581215	33583811	33583986	33571541	33571579	33587030	33591946
8167	"gene-Sec22a"	"Sec22a"	chrNC_000082.7	-	35149862	35149983	35181930	35182129	35139173	35139239	35184193	35184222
8168	"gene-Sec22a"	"Sec22a"	chrNC_000082.7	-	35149867	35149983	35181930	35182129	35139173	35139239	35184193	35184222
8172	"gene-Parp9"	"Parp9"	chrNC_000082.7	+	35780373	35780431	35784344	35784734	35777176	35777395	35788019	35788156
8173	"gene-Lrrc58"	"Lrrc58"	chrNC_000082.7	+	37697410	37697539	37698648	37698926	37688761	37689342	37701615	37709219
8174	"gene-Tmem39a"	"Tmem39a"	chrNC_000082.7	+	38393415	38393638	38402331	38402486	38384476	38384663	38405537	38405880
8175	"gene-Tmem39a"	"Tmem39a"	chrNC_000082.7	+	38396104	38396188	38402331	38402486	38393415	38393638	38405537	38405880
8176	"gene-Ndfip1"	"Ndfip1"	chrNC_000084.7	+	38585357	38585482	38589107	38589174	38584607	38584695	38593597	38593703
8177	"gene-Ndfip1"	"Ndfip1"	chrNC_000084.7	+	38589107	38589174	38593597	38593703	38585357	38585482	38597313	38598250
8178	"gene-Ndfip1"	"Ndfip1"	chrNC_000084.7	+	38589107	38589174	38593597	38593703	38585357	38585482	38597329	38598250
8179	"gene-Arpp19"	"Arpp19"	chrNC_000075.7	+	74945188	74945243	74959514	74959637	74944895	74945001	74963916	74967595
8180	"gene-Golga1"	"Golga1"	chrNC_000068.8	-	38942015	38942113	38942967	38943042	38940170	38940203	38946071	38946162
